"id","code","name"
5380,"558730","PIELOPLASTIA POR LAPAROSCOPIA"
5381,"558740","PIELOPLASTIA ENDOSCOPICA (RETROGRADA)"
5382,"850100","DRENAJE EN MAMA DE COLECCION POR MASTOTOMIA O MAMOTOMIA SOD"
5383,"850201","EXTRACCION DE CUERPO EXTRAÑO DE MAMA POR MASTOTOMIA"
5384,"851101","BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA"
5385,"735930","ASISTENCIA DEL PARTO ESPONTANEO GEMELAR O MULTIPLE"
5386,"735931","ASISTENCIA DEL PARTO INTERVENIDO GEMELAR O MULTIPLE"
5387,"735980","OTRA ASISTENCIA MANUAL DEL PARTO ESPONTANEO"
5388,"858101","SUTURA DE HERIDA DE MAMA"
5389,"858200","INJERTO DE GROSOR PARCIAL EN LA PIEL DE LA MAMA SOD"
5390,"858300","INJERTO DE GROSOR TOTAL EN LA PIEL DE LA MAMA SOD"
5391,"645001","TRANSFORMACION DE GENITALES EXTERNOS DE MUJER A HOMBRE"
5392,"645002","TRANSFORMACION DE GENITALES EXTERNOS DE HOMBRE A MUJER"
5393,"863101","RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION, FULGURACION O CRIOTERAPIA EN AREA GENERAL, HASTA SEIS LESIONES"
5394,"863102","RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION, FULGURACION O CRIOTERAPIA EN AREA GENERAL, MAS DE SEIS LESIONES"
5395,"863103","RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION, FULGURACION O CRIOTERAPIA EN AREA ESPECIAL, HASTA TRES LESIONES"
5396,"760902","DECORTICACION O CURETAJE OSEO EN HUESO FACIAL"
5397,"869101","RESECCION DE GLANDULAS SUDORIPARAS AXILARES SIMPLE CON RESECCION GANGLIONAR"
5398,"869102","RESECCION DE GLANDULAS SUDORIPARAS AXILARES CON RESECCION TOTAL DEL AREA"
5399,"869103","RESECCION PARCIAL DE GLANDULAS SUDORIPARAS"
5400,"869104","RESECCION TOTAL DE GLANDULAS SUDORIPARAS"
5401,"869201","DERIVACION LINFATICA (MANEJO DE LINFEDEMA)"
5402,"761102","BIOPSIA DE PALADAR OSEO"
5403,"761201","ARTROCENTESIS DIAGNOSTICA DE ARTICULACION TEMPOROMANDIBULAR"
5404,"761301","ARTROSCOPIA DIAGNOSTICA DE ARTICULACION TEMPOROMANDIBULAR"
5405,"761302","ARTROSCOPIA DIAGNOSTICA FACIAL"
5406,"876241","ANGIOGRAFIA DE VENAS CAVAS O CAVOGRAFIA"
5407,"876260","RADIOGRAFIA CARDIACA DE CONTRASTE NEGATIVO"
5408,"758003","COMPRESION HEMOSTATICA POR LAPAROTOMIA"
5409,"759101","DRENAJE DE COLECCION OBSTETRICA (DE EPISIOTOMIA O EPISIORRAFIA) EN PERINE POR INCISION"
5410,"759401","CORRECCION O REPOSICION MANUAL DE UTERO INVERTIDO POR LAPAROTOMIA"
5411,"759402","CORRECCION O REPOSICION MANUAL DE UTERO INVERTIDO POR VIA VAGINAL"
5412,"881612","ECOGRAFIA ARTICULAR DE PUÑO (MUÑECA)"
5413,"881613","ECOGRAFIA ARTICULAR DE MANO"
5414,"763902","CONDILECTOMIA DE LA MANDIBULA"
5415,"763903","HEMIMAXILECTOMIA"
5416,"890234","CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA GASTROINTESTINAL"
5417,"890235","CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA GENERAL"
5418,"890236","CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA MAXILOFACIAL"
5419,"890237","CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA ONCOLOGICA"
5420,"773103","OSTEOTOMIA INTRAARTICULAR UNICA"
5421,"773104","OSTEOTOMIA INTRAARTICULAR MULTIPLE"
5422,"774001","BIOPSIA DE HUESO EN SITIO NO ESPECIFICADO, VIA ABIERTA"
5423,"774002","BIOPSIA DE HUESO EN SITIO NO ESPECIFICADO, VIA PERCUTANEA"
5424,"903101","ACIDOS BILIARES TOTALES"
5425,"903102","ACIDO CITRICO EN ORINA DE 24 HORAS"
5426,"765302","REEMPLAZO TOTAL DE ARTICULACION TEMPOROMANDIBULAR CON IMPLANTE ALOPLASTICO"
5427,"765401","REMODELACION DEL CARTILAGO ARTICULAR TEMPOROMANDIBULAR VIA ENDOSCOPICA"
5428,"766100","OSTEOPLASTIA CERRADA (OSTEOTOMIA) DE RAMA MANDIBULAR SOD"
5429,"891703","POLISOMNOGRAMA EN TITULACION DE DISPOSITIVO MEDICO"
5430,"891704","ESTUDIO FISIOLOGICO COMPLETO DEL SUEÑO POLISOMNOGRAFIA"
5431,"891801","PRUEBAS DE LATENCIA MULTIPLE DE SUEÑO"
5432,"795601","REDUCCION ABIERTA DE EPIFISIS SEPARADA DE TIBIA O PERONE SIN FIJACION"
5433,"795602","REDUCCION ABIERTA DE EPIFISIS SEPARADA DE TIBIA O PERONE CON FIJACION"
5434,"904908","HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST HORMONA LIBERADORA DE TIROTROPINA 2 HORAS CUATRO MUESTRAS"
5435,"904909","HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST DOS MUESTRAS ULTRASENSIBLE"
5436,"904910","HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST HORMONA LIBERADORA DE TIROTROPINA 1 HORA TRES MUESTRAS ULTRASENSIBLE"
5437,"768401","REDUCCION ABIERTA DE LUXACION TEMPOROMANDIBULAR RECIDIVANTE POR CONDILECTOMIA DEL TEMPORAL"
5438,"901001","ANTIBIOGRAMA (DISCO)"
5439,"901002","ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO AUTOMATIZADO"
5440,"901003","ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO MANUAL"
5441,"901004","HONGOS PRUEBAS DE SENSIBILIDAD"
5442,"901005","LEVADURAS PRUEBA DE SENSIBILIDAD POR DILUCION"
5443,"782223","EPIFISIODESIS PERCUTANEA DE RADIO Y CUBITO"
5444,"782231","GRAPADO EPIFISIARIO DE CUBITO O RADIO"
5445,"782233","GRAPADO EPIFISIARIO DE RADIO Y CUBITO"
5446,"782241","ACORTAMIENTO DE CUBITO O RADIO MEDIANTE RESECCION (OSTEOTOMIA)"
5447,"782243","ACORTAMIENTO DE RADIO Y CUBITO MEDIANTE RESECCION (OSTEOTOMIA)"
5448,"782311","EPIFISIODESIS ABIERTA DE METACARPIANOS"
5449,"815201","REEMPLAZO PARCIAL DE CADERA"
5450,"815301","REVISION REEMPLAZO PROTESICO PARCIAL DE CADERA"
5451,"815302","REVISION REEMPLAZO TOTAL DE CADERA CON RECONSTRUCION DE AMBOS COMPONENTES (ACETABULAR Y FEMORAL)"
5452,"815303","REVISION REEMPLAZO TOTAL DE CADERA CON RECONSTRUCCION DE COMPONENTE ACETABULAR"
5453,"815304","REVISION REEMPLAZO TOTAL DE CADERA CON RECONSTRUCCION DE COMPONENTE FEMORAL"
5454,"815401","REEMPLAZO TOTAL DE RODILLA BICOMPARTIMENTAL"
5455,"904911","HORMONA PARATIROIDEA C TERMINAL"
5456,"904912","HORMONA PARATIROIDEA MOLECULA INTACTA"
5457,"904913","HORMONA PARATIROIDEA MOLECULA MEDIA"
5458,"904914","HORMONA PARATIROIDEA N TERMINAL"
5459,"904915","HORMONA ESTIMULANTE DEL TIROIDES PRE Y POST HORMONA LIBERADORA DE TIROTROPINA 2 HORAS CUATRO MUESTRAS ULTRASENSIBLE"
5460,"904920","TIROGLOBULINA"
5461,"903103","ACIDO 5 HIDROXI INDOLACETICO EN ORINA DE 24 HORAS"
5462,"903104","ACIDO DELTA AMINOLEVULINICO ALA EN ORINA DE 24 HORAS"
5463,"903105","ACIDO FOLICO FOLATOS EN SUERO"
5464,"903106","ACIDO FOLICO EN ERITROCITOS"
5465,"903107","ACIDO FORMICO EN ORINA"
5466,"903108","ACIDO HOMOGENTESICO EN ORINA"
5467,"881620","ECOGRAFIA ARTICULAR DE RODILLA"
5468,"881621","ECOGRAFIA ARTICULAR DE TOBILLO"
5469,"881622","ECOGRAFIA ARTICULAR DE PIE"
5470,"881630","ECOGRAFIA ARTICULAR DE CADERA"
5471,"881640","ECOGRAFIA DE CALCANEO"
5472,"881701","ECOGRAFIA COMO GUIA PARA PROCEDIMIENTOS"
5473,"881702","ECOGRAFIA COMO GUIA PARA PROCEDIMIENTOS CON MARCACION"
5474,"890238","CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA PEDIATRICA"
5475,"890239","CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA PLASTICA, ESTETICA Y RECONSTRUCTIVA"
5476,"890240","CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA VASCULAR"
5477,"890241","CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN COLOPROCTOLOGIA"
5478,"890242","CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN DERMATOLOGIA"
5479,"832104","BIOPSIA DE DISCO INTERVERTEBRAL VIA PERCUTANEA"
5480,"832105","BIOPSIA DE DISCO INTERVERTEBRAL VIA ENDOSCOPICA"
5481,"833001","RESECCION DE TUMOR BENIGNO DE FASCIA, MUSCULO, TENDON O SINOVIAL"
5482,"833002","RESECCION DE TUMOR MALIGNO DE FASCIA, MUSCULO, TENDON O SINOVIAL"
5483,"833101","ESCISION DE GANGLION DE ENVOLTURA DE TENDON, EXCEPTO DE MANO"
5484,"833201","ESCISION DE MIOSITIS OSIFICANTE"
5485,"815403","REEMPLAZO TOTAL DE RODILLA UNICOMPARTIMENTAL (HEMIARTICULACION)"
5486,"815404","REEMPLAZO PROTESICO TOTAL PRIMARIO TRICOMPARTIMENTAL SIMPLE DE RODILLA"
5487,"815405","REEMPLAZO PROTESICO TOTAL PRIMARIO TRICOMPARTIMENTAL COMPLEJO DE RODILLA (ARTROSIS SECUNDARIA)"
5488,"815406","REEMPLAZO PROTESICO TOTAL EN ARTRODESIS DE RODILLA"
5489,"815503","REVISION REEMPLAZO TOTAL DE RODILLA CON RECONSTRUCCION DE COMPONENTE FEMORAL"
5490,"815504","REVISION REEMPLAZO TOTAL DE RODILLA CON RECONSTRUCCION DE COMPONENTE TIBIAL"
5491,"876320","FLEBOGRAFIA TORACICA (VENAS PULMONARES)"
5492,"876390","FLEBOGRAFIA TORACICA (OTRAS VENAS INTRATORACICAS)"
5493,"876400","LINFANGIOGRAFIA INTRATORACICA SOD"
5494,"876500","FISTULOGRAFIA DE PARED TORACICA SOD"
5495,"876611","BRONCOGRAFIA UNILATERAL"
5496,"876612","BRONCOGRAFIA BILATERAL"
5497,"876801","MAMOGRAFIA UNILATERAL O DE PIEZA QUIRURGICA"
5498,"891803","PRUEBA DE MANTENIMIENTO DE LA VIGILIA"
5499,"891804","MONITOREO DE PRESION POSITIVA DURANTE EL SUEÑO"
5500,"891805","MONITOREO DE FLUJO RESPIRATORIO DURANTE EL SUEÑO POLIGRAFIA RESPIRATORIA"
5501,"891806","MONITOREO DE ACTIVIDAD SUEÑO VIGILIA ACTIGRAFIA"
5502,"891901","MONITORIZACION ELECTROENCEFALOGRAFICA POR VIDEO Y RADIO"
5503,"815505","REVISION REEMPLAZO TOTAL DE RODILLA CON RECONSTRUCCION DE COMPONENTE PATELAR"
5504,"815506","REVISION REEMPLAZO TOTAL DE RODILLA CON RECONSTRUCION DE LOS TRES COMPONENTES (FEMORAL, TIBIAL Y PATELAR)"
5505,"815601","REEMPLAZO PROTESICO TOTAL DE TOBILLO VIA ABIERTA"
5506,"815602","CONVERSION DE ARTRODESIS DE TOBILLO A REEMPLAZO PROTESICO TOTAL DE TOBILLO VIA ABIERTA"
5507,"815603","REVISION DE REEMPLAZO PROTESICO TOTAL DE TOBILLO VIA ABIERTA"
5508,"833202","ESCISION O RESECCION DE: HUESO HETEROTOPICO O CALCIFICACIONES HETEROTOPICAS EN MUSCULO"
5509,"833203","ESCISION DE CICATRIZ DE MUSCULO"
5510,"833901","ESCISION DE QUISTE POPLITEO DE BAKER"
5511,"834100","ESCISION DE TENDON PARA INJERTO (DIFERENTE REGION OPERATORIA) SOD"
5512,"834201","ESCISION DE APONEUROSIS O VAINA DE TENDON"
5513,"834202","TENOSINOVECTOMIA"
5514,"904921","TIROXINA LIBRE"
5515,"904922","TIROXINA TOTAL"
5516,"904923","TRIYODOTIRONINA (CAPTACION)"
5517,"904924","TRIYODOTIRONINA LIBRE"
5518,"904925","TRIYODOTIRONINA TOTAL"
5519,"904926","TIROXINA NORMALIZADA"
5520,"904927","TRIYODOTIRONINA REVERSA"
5521,"820900","OTRA INCISION DE TEJIDO FLEXIBLE DE MANO SOD"
5522,"820P01","INTERNACION PARCIAL EN INSTITUCION NO HOSPITALARIA"
5523,"821101","TENOTOMIA DE MANO PALMAR"
5524,"821102","TENOTOMIA DE MANO DORSAL"
5525,"821200","FASCIOTOMIA DE MANO SOD"
5526,"821901","DIVISION DE MUSCULO DE MANO"
5527,"822101","RESECCION DE GANGLION EN DEDOS DE MANO"
5528,"881704","ECOGRAFIA FUNCIONAL (DOPPLER DE BAJO FLUJO)"
5529,"881705","ECOGRAFIA DE PIEL O ANEXOS"
5530,"881706","ECOGRAFIA DE COLUMNA PREOSIFICACION"
5531,"882103","ECOGRAFIA DOPPLER TRANSCRANEAL"
5532,"882105","DOPPLER TRANSCRANEAL CON MONITOREO DE 24 HORAS"
5533,"882106","ECOGRAFIA DOPPLER DE ARTERIAS TEMPORALES"
5534,"882112","ECOGRAFIA DOPPLER DE VASOS DEL CUELLO"
5535,"876802","MAMOGRAFIA BILATERAL"
5536,"876803","TOMOSINTESIS"
5537,"876901","GALACTOGRAFIA DE UN CONDUCTO"
5538,"876902","GALACTOGRAFIA DE MULTIPLES CONDUCTOS"
5539,"877110","AORTOGRAMA ABDOMINAL"
5540,"877111","AORTOGRAMA ABDOMINAL POR SERIOGRAFIA"
5541,"877112","ARTERIOGRAFIA DE VASOS ABDOMINALES (SELECTIVA)"
5542,"851102","BIOPSIA DE MAMA CON AGUJA (TRUCUT)"
5543,"851103","BIOPSIA DE MAMA POR ESTEREOTAXIA"
5544,"851200","BIOPSIA ABIERTA DE MAMA SOD"
5545,"851301","LOCALIZACION DE LESION NO PALPABLE DE MAMA CON ARPON U OTRO DISPOSITIVO"
5546,"851302","LOCALIZACION DE LESION NO PALPABLE DE MAMA POR ESTEREOTAXIA"
5547,"851303","LOCALIZACION DE LESION NO PALPABLE DE MAMA RADIOGUIADA"
5548,"822104","RESECCION DE GANGLION DORSAL DE MUÑECA VIA ABIERTA"
5549,"822105","RESECCION DE GANGLION DORSAL DE MUÑECA VIA ARTROSCOPICA"
5550,"822106","RESECCION DE GANGLION PALMAR DE MUÑECA VIA ABIERTA"
5551,"822107","RESECCION DE GANGLION PALMAR DE MUÑECA VIA ARTROSCOPICA"
5552,"822201","ESCISION DE TUMOR BENIGNO EN MUSCULO DE MANO"
5553,"822202","ESCISION DE TUMOR MALIGNO EN MUSCULO DE MANO"
5554,"891903","MONITORIZACION INTRAOPERATORIA CORTICAL Y SUBCORTICAL"
5555,"891904","MONITORIZACION INTRAOPERATORIA DE BASE DE CRANEO, TRONCO CEREBRAL Y PARES CRANEANOS"
5556,"891905","MONITORIZACION INTRAOPERATORIA DEL X PAR O DEL NERVIO LARINGEO RECURRENTE"
5557,"891906","MONITORIZACION INTRAOPERATORIA CEREBRAL EN CIRUGIA CARDIOVASCULAR"
5558,"891907","MONITORIZACION INTRAOPERATORIA DE COLUMNA VERTEBRAL Y MEDULA ESPINAL"
5559,"877161","ESPLENOPORTOGRAFIA ARTERIAL"
5560,"877171","ARTERIOGRAFIA PELVICA (SELECTIVA)"
5561,"877201","FLEBOGRAFIA VENOGRAFIA ABDOMINAL O PELVICA (SELECTIVA)"
5562,"877210","FLEBOGRAFIA ABDOMINAL (SISTEMA DE LA VENA PORTA)"
5563,"877214","PORTOGRAFIA TRANSHEPATICA"
5564,"877301","LINFANGIOGRAFIA ABDOMINAL (UNILATERAL O BILATERAL)"
5565,"810618","ARTRODESIS DE LA REGION LUMBAR TECNICA ANTERIOR O LATERAL MAS DE TRES VERTEBRAS CON INSTRUMENTACION VIA ENDOSCOPICA"
5566,"810619","ARTRODESIS DE LA UNION LUMBOSACRA TECNICA ANTERIOR O LATERAL SIN INSTRUMENTACION VIA ABIERTA"
5567,"810620","ARTRODESIS DE LA UNION LUMBOSACRA TECNICA ANTERIOR O LATERAL SIN INSTRUMENTACION VIA PERCUTANEA"
5568,"810621","ARTRODESIS DE LA UNION LUMBOSACRA TECNICA ANTERIOR O LATERAL SIN INSTRUMENTACION VIA ENDOSCOPICA"
5569,"810622","ARTRODESIS DE LA UNION LUMBOSACRA TECNICA ANTERIOR O LATERAL CON INSTRUMENTACION VIA ABIERTA"
5570,"782321","EPIFISIODESIS PERCUTANEA DE METACARPIANOS"
5571,"782331","GRAPADO EPIFISIARIO DE METACARPIANOS"
5572,"782341","RESECCION (OSTEOTOMIA) DE CARPIANOS O METACARPIANOS PARA ACORTAMIENTO"
5573,"782401","EPIFISIODESIS ABIERTA DE FEMUR"
5574,"782402","EPIFISIODESIS PERCUTANEA DE FEMUR"
5575,"782403","GRAPADO EPIFISIARIO DE FEMUR"
5576,"858401","COLGAJO LOCAL EN LA MAMA"
5577,"858402","COLGAJO LOCAL CUTANEO EN LA MAMA"
5578,"858403","COLGAJO LOCAL MUSCULOCUTANEO EN LA MAMA"
5579,"858405","COLGAJO LIBRE CON TECNICA MICROVASCULAR EN LA MAMA"
5580,"858701","RECONSTRUCCION DEL COMPLEJO AREOLA PEZON"
5581,"858702","DIFERIMIENTO DEL COMPLEJO AREOLA PEZON"
5582,"869202","ANASTOMOSIS LINFATICO VENOSO"
5583,"869203","ANASTOMOSIS LINFATICO LINFATICA"
5584,"869204","TRANSPOSICION DE GANGLIOS LINFATICOS CON ANASTOMOSIS"
5585,"869205","REDUCCION DE TEJIDO CELULAR SUBCUTANEO (MANEJO DE LINFEDEMA)"
5586,"869400","RETIRO DE SUTURA EN PIEL O TEJIDO CELULAR SUBCUTANEO SOD"
5587,"869500","CURACION DE LESION EN PIEL O TEJIDO CELULAR SUBCUTANEO SOD"
5588,"869601","INSERCION (SUBCUTANEA) (TEJIDO BLANDO) DE EXPANSOR DE TEJIDOS (UNICO O MULTIPLE)"
5589,"869700","RETIRO DE EXPANSOR TISULAR (UNICO O MULTIPLE) SOD"
5590,"870001","RADIOGRAFIA DE CRANEO SIMPLE"
5591,"870002","PERFILOGRAMA CON CEFALOMETRIA"
5592,"870003","RADIOGRAFIA DE BASE DE CRANEO"
5593,"870004","RADIOGRAFIA DE SILLA TURCA"
5594,"810623","ARTRODESIS DE LA UNION LUMBOSACRA TECNICA ANTERIOR O LATERAL CON INSTRUMENTACION VIA PERCUTANEA"
5595,"810624","ARTRODESIS DE LA UNION LUMBOSACRA TECNICA ANTERIOR O LATERAL CON INSTRUMENTACION VIA ENDOSCOPICA"
5596,"810625","ARTRODESIS DE LA UNION LUMBOSACRA TECNICA ANTERIOR TRANSACRA CON INSTRUMENTACION VIA RETROPERITONEAL"
5597,"810626","ARTRODESIS DE LA UNION LUMBOPELVICA TECNICA ANTERIOR SIN INSTRUMENTACION VIA ABIERTA"
5598,"810627","ARTRODESIS DE LA UNION LUMBOPELVICA TECNICA ANTERIOR SIN INSTRUMENTACION VIA PERCUTANEA"
5599,"903109","ACIDO HOMOVALINICO EN ORINA DE 24 HORAS"
5600,"903110","ACIDO LACTICO L-LACTATO SEMIAUTOMATIZADO"
5601,"903111","ACIDO LACTICO L-LACTATO AUTOMATIZADO"
5602,"903112","ACIDO PIRUVICO PIRUVATO"
5603,"903113","ACIDO VANILMANDELICO VMA EN ORINA DE 24 HORAS"
5604,"903114","ACIDOS BILIARES FRACCIONADOS"
5605,"863104","RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION, FULGURACION O CRIOTERAPIA EN AREA ESPECIAL, ENTRE TRES A DIEZ LESIONES"
5606,"863105","RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION, FULGURACION O CRIOTERAPIA EN AREA ESPECIAL, MAS DE DIEZ LESIONES"
5607,"863501","ESCISION DE LESIONES CUTANEAS POR RADIOFRECUENCIA, HASTA CINCO LESIONES"
5608,"863502","ESCISION DE LESIONES CUTANEAS POR RADIOFRECUENCIA, ENTRE CINCO A DIEZ LESIONES"
5609,"863503","ESCISION DE LESIONES CUTANEAS POR RADIOFRECUENCIA, MAS DE DIEZ LESIONES"
5610,"815701","REEMPLAZO METATARSOFALANGICO CON DISPOSTIVO"
5611,"815810","REVISION REEMPLAZO PROTESICO TOTAL DE TOBILLO"
5612,"817101","REEMPLAZO PROTESICO EN HUESOS DEL CARPO (UNO O MAS)"
5613,"817102","REEMPLAZO PROTESICO DE LA ARTICULACION TRAPECIO-METACARPIANA"
5614,"817201","ARTROPLASTIA POR INTERPOSICION O RESECCION MUÑECA"
5615,"817202","ARTROPLASTIA RESECCION TRAPECIO-METACARPIANA"
5616,"803601","BIOPSIA ARTICULAR DE RODILLA VIA ABIERTA"
5617,"803701","BIOPSIA ARTICULAR DE TOBILLO VIA ABIERTA"
5618,"803801","BIOPSIA ARTICULAR EN PIE Y ARTEJOS VIA ABIERTA"
5619,"804001","DIVISION DE CAPSULA, LIGAMENTO O CARTILAGO ARTICULAR"
5620,"804002","COLOCACION DE DISPOSITIVO INTERESPINOSO O INTERFACETARIO O INTERLAMINAR"
5621,"804101","DIVISION DE CAPSULA, LIGAMENTO O CARTILAGO ARTICULAR DE HOMBRO POR ARTROSCOPIA"
5622,"870005","RADIOGRAFIA DE MASTOIDES COMPARATIVAS"
5623,"870006","RADIOGRAFIA DE PEÑASCOS"
5624,"870007","RADIOGRAFIA DE CONDUCTO AUDITIVO INTERNO"
5625,"870101","RADIOGRAFIA DE CARA (PERFILOGRAMA)"
5626,"870102","RADIOGRAFIA DE ORBITAS"
5627,"870103","RADIOGRAFIA DE AGUJEROS OPTICOS"
5628,"870104","RADIOGRAFIA DE MALAR"
5629,"903201","FENILALANINA POST, CURVA DE TOLERANCIA CON ESTIMULO BH-4"
5630,"903202","FENILALANINA CUALITATIVA"
5631,"903301","GALACTOSA CUANTITATIVA"
5632,"903302","CURVA DE LACTOSA"
5633,"903303","ALMIDONES"
5634,"903304","DISACARIDASA (LACTOSA SUCROSA MALTOSA Y PALATINASA)"
5635,"903305","FRUCTOSA"
5636,"863601","APERTURA O RESECCION DE QUISTES O PUSTULAS (CIRUGIA PARA ACNE)"
5637,"863602","EXTRACCION DE COMEDONES (COMEDOLISIS)"
5638,"863603","ABLACION DE TELANGIECTASIAS POR ESCLEROTERAPIA"
5639,"863690","ESCISION O ABLACION LOCAL DE LESION CUTANEA"
5640,"863800","ABLACION DE LESIONES CUTANEAS (TATUAJE) POR HAZ DE LASER SOD"
5641,"864101","RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO AREA GENERAL HASTA TRES CENTIMETROS"
5642,"834203","DESBRIDAMIENTO DE MUSCULO, TENDON Y FASCIA EXCEPTO MANO"
5643,"834300","ESCISION DE MUSCULO O FASCIA PARA INJERTO SOD"
5644,"834401","OTRA FASCIECTOMIA VIA ABIERTA"
5645,"834402","OTRA FASCIECTOMIA VIA ENDOSCOPICA"
5646,"834501","DESBRIDAMIENTO DE MUSCULO"
5647,"834502","ESCALENECTOMIA"
5648,"804200","DIVISION DE CAPSULA, LIGAMENTO O CARTILAGO ARTICULAR DE CODO SOD"
5649,"804301","CAPSULOTOMIA METACARPOFALANGICA (UNA O MAS)"
5650,"804302","CAPSULOTOMIA INTERFALANGICA (UNA O MAS)"
5651,"804303","DESBRIDAMIENTO DE FIBROCARTILAGO TRIANGULAR O EXTRACCION DE CUERPO EXTRAÑO EN MUÑECA POR ARTROSCOPIA"
5652,"804304","RESECCION DE LESION EN MUÑECA POR ARTROSCOPIA"
5653,"804310","LIBERACION DE BANDAS CONSTRICTIVAS"
5654,"859001","INCISION DE CAPSULA DE DISPOSITIVO EN MAMA (CAPSULOTOMIA EN MAMA)"
5655,"859002","EXTRACCION DE CAPSULA DE DISPOSITIVO EN MAMA (CAPSULECTOMIA EN MAMA)"
5656,"859401","EXTRACCION DE DISPOSITIVO DE MAMA UNILATERAL"
5657,"859402","EXTRACCION DE DISPOSITIVO DE MAMA BILATERAL"
5658,"860101","BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE"
5659,"860102","BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA)"
5660,"804401","CAPSULODESIS EN MANO"
5661,"804501","DIVISION DE CAPSULA, LIGAMENTO O CARTILAGO ARTICULAR DE CADERA VIA ABIERTA"
5662,"804502","DIVISION DE CAPSULA, LIGAMENTO O CARTILAGO ARTICULAR DE CADERA VIA ARTROSCOPICA"
5663,"804503","RESECCION O PLICATURA DE LIGAMENTO REDONDO VIA ABIERTA"
5664,"804504","RESECCION O PLICATURA DE LIGAMENTO REDONDO VIA ARTROSCOPICA"
5665,"804600","DIVISION DE CAPSULA, LIGAMENTO O CARTILAGO ARTICULAR DE RODILLA SOD"
5666,"877302","LINFANGIOGRAFIA PELVICA (UNILATERAL O BILATERAL)"
5667,"877401","FISTULOGRAFIA EN PARED ABDOMINAL"
5668,"877402","FISTULOGRAFIA EN REGION PERINEAL"
5669,"877403","FISTULOGRAFIA EN REGION PERIANAL"
5670,"877501","PERITONEOGRAFIA"
5671,"877602","COLANGIOGRAFIA POR TUBO O CATETER EN LA VIA BILIAR"
5672,"877603","COLANGIOGRAFIA PERCUTANEA"
5673,"834601","RESECCION DE VAINA TENDINOSA, FASCIA, MUSCULO O TENDON; EXCEPTO MANO Y PIE VIA ABIERTA"
5674,"834602","RESECCION DE VAINA TENDINOSA, FASCIA, MUSCULO O TENDON; EXCEPTO MANO Y PIE VIA ENDOSCOPICA"
5675,"834910","LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS, TENDONES Y FASCIA EN BRAZO"
5676,"834920","LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS, TENDONES Y FASCIA EN ANTEBRAZO"
5677,"834930","LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS, TENDONES Y FASCIA EN MUSLO"
5678,"782404","ACORTAMIENTO DE FEMUR MEDIANTE RESECCION (OSTEOTOMIA)"
5679,"782511","EPIFISIODESIS ABIERTA DE TIBIA O PERONE"
5680,"782513","EPIFISIODESIS ABIERTA DE TIBIA Y PERONE"
5681,"782521","EPIFISIODESIS PERCUTANEA DE TIBIA O PERONE"
5682,"782523","EPIFISIODESIS PERCUTANEA DE TIBIA Y PERONE"
5683,"782531","GRAPADO EPIFISIARIO DE TIBIA O PERONE"
5684,"834940","LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS, TENDONES Y FASCIA EN PIERNA"
5685,"834950","LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS, TENDONES Y FASCIA EN PIE"
5686,"835100","BURSECTOMIA ABIERTA SOD"
5687,"835500","BURSECTOMIA POR ARTROSCOPIA SOD"
5688,"836001","SUTURA DE MUSCULO O TENDON O FASCIA O APONEUROSIS VIA ABIERTA"
5689,"836002","SUTURA DE MUSCULO O TENDON O FASCIA O APONEUROSIS VIA ENDOSCOPICA"
5690,"817203","ARTROPLASTIA METACARPO-FALANGICA (UNA O MAS)"
5691,"817204","LIGAMENTORRAFIA O REINSERCION DE LIGAMENTOS VIA ABIERTA"
